YEAR,Month,Day,temperature,Humidity,Rainfall (mm/day),wind direction,CN,INFILTRATION,RUNOFF(mm/day),Runoff%,Dams
2023,6,30,27.02,11.17,0,265.81,79,0,0,0,0
2023,7,1,27.84,11.11,0,245,79,0,0,0,0
2023,7,2,27.08,11.05,0,254.06,79,0,0,0,0
2023,7,3,27.66,10.62,0,255.31,79,0,0,0,0
2023,7,4,28.76,10.68,0,267.81,79,0,0,0,0
2023,7,5,28.05,11.6,0,267.94,79,0,0,0,0
2023,7,6,27.15,12.02,0,258.75,79,0,0,0,0
2023,7,7,27.15,12.45,0,272.62,79,0,0,0,0
2023,7,8,28.4,12.45,0,260,79,0,0,0,0
2023,7,9,28.82,13.06,0,244.38,79,0,0,0,0
2023,7,10,28.62,12.94,0,267.88,79,0,0,0,0
2023,7,11,29.44,11.41,0,315.12,79,0,0,0,0
2023,7,12,31.73,8.54,0,210.44,79,0,0,0,0
2023,7,13,33.11,7.32,0,224.81,79,0,0,0,0
2023,7,14,31.84,8.12,0,282.69,79,0,0,0,0
2023,7,15,31,10.31,0,263.25,79,0,0,0,0
2023,7,16,31.29,11.84,0,269.12,79,0,0,0,0
2023,7,17,31.72,11.9,0,266.69,79,0,0,0,0
2023,7,18,30.86,11.66,0,276.56,79,0,0,0,0
2023,7,19,30.3,11.11,0,268,79,0,0,0,0
2023,7,20,30.44,9.89,0,253,79,0,0,0,0
2023,7,21,30.62,9.28,0,234.69,79,0,0,0,0
2023,7,22,29.73,11.29,0,254.75,79,0,0,0,0
2023,7,23,31.42,12.63,0,261.81,79,0,0,0,0
2023,7,24,31.91,12.39,0,258.44,79,0,0,0,0
2023,7,25,32.44,11.41,0,255.44,79,0,0,0,0
2023,7,26,32.07,10.38,0,285.12,79,0,0,0,0
2023,7,27,32.48,8.36,0,223.31,79,0,0,0,0
2023,7,28,32.41,8.12,0,222.12,79,0,0,0,0
2023,7,29,30.14,12.76,0,255.62,79,0,0,0,0
2023,7,30,29.04,13.55,0,246.44,79,0,0,0,0
2023,7,31,29.94,13.37,0,255.88,79,0,0,0,0
2023,8,1,30.3,12.57,0,254.06,79,0,0,0,0
2023,8,2,29.91,10.99,0,241.44,79,0,0,0,0
2023,8,3,28.9,10.56,0,246.44,79,0,0,0,0
2023,8,4,28.68,12.63,0,259.38,79,0,0,0,0
2023,8,5,28.98,12.51,0,254.62,79,0,0,0,0
2023,8,6,29.46,10.56,0,248.69,79,0,0,0,0
2023,8,7,29.63,10.56,0,265,79,0,0,0,0
2023,8,8,28.58,12.7,0,265.88,79,0,0,0,0
2023,8,9,29.12,13.06,0,268.69,79,0,0,0,0
2023,8,10,29.2,13.31,0,289.12,79,0,0,0,0
2023,8,11,29.73,11.35,0,251.56,79,0,0,0,0
2023,8,12,32.36,12.94,0,223.5,79,0,0,0,0
2023,8,13,34.92,15.14,0,234.81,79,0,0,0,0
2023,8,14,34.28,16.17,0,251.75,79,0,0,0,0
2023,8,15,31.18,17.21,0,279.75,79,0,0,0,0
2023,8,16,31.05,16.11,0,278.88,79,0,0,0,0
2023,8,17,31.62,16.11,0,282.75,79,0,0,0,0
2023,8,18,31.57,15.99,0,271.38,79,0,0,0,0
2023,8,19,30.93,15.44,0,279.38,79,0,0,0,0
2023,8,20,30.19,14.34,0,285.94,79,0,0,0,0
2023,8,21,28.9,13.73,0,287.31,79,0,0,0,0
2023,8,22,29.73,12.94,0,299.5,79,0,0,0,0
2023,8,23,30.05,13.67,0,270.56,79,0,0,0,0
2023,8,24,29.05,12.21,0,286.56,79,0,0,0,0
2023,8,25,28.18,14.1,0,280.44,79,0,0,0,0
2023,8,26,28.61,14.65,0,278.69,79,0,0,0,0
2023,8,27,27.93,13.49,0,253,79,0,0,0,0
2023,8,28,27.92,14.16,0,254.5,79,0,0,0,0
2023,8,29,28.61,14.04,0,267.5,79,0,0,0,0
2023,8,30,29.32,12.45,0,255.75,79,0,0,0,0
2023,8,31,29.65,11.11,0,232.62,79,0,0,0,0
2023,9,1,29.54,13.18,0,267.75,79,0,0,0,0
2023,9,2,28.07,12.63,0,278.44,79,0,0,0,0
2023,9,3,27.88,12.88,0,288.31,79,0,0,0,0
2023,9,4,28.47,12.57,0,237.25,79,0,0,0,0
2023,9,5,29.51,11.78,0,245.25,79,0,0,0,0
2023,9,6,30.44,9.83,0,230.56,79,0,0,0,0
2023,9,7,30.05,8.67,0,218.19,79,0,0,0,0
2023,9,8,32.61,6.41,0,219.44,79,0,0,0,0
2023,9,9,29.16,12.82,0,258.88,79,0,0,0,0
2023,9,10,28.12,14.47,0,270.88,79,0,0,0,0
2023,9,11,29.23,11.41,0,215.56,79,0,0,0,0
2023,9,12,30.8,9.58,0,229.94,79,0,0,0,0
2023,9,13,28.49,12.63,0.97,286.62,79,-213.3544304,0.257144391,26.50973108,0
2023,9,14,27.48,10.5,0,302,79,0,0,0,0
2023,9,15,27.09,10.07,0,267.31,79,0,0,0,0
2023,9,16,27,9.83,0,296.88,79,0,0,0,0
2023,9,17,26.56,10.5,0,237.75,79,0,0,0,0
2023,9,18,26.84,11.41,0,257.44,79,0,0,0,0
2023,9,19,26.94,12.33,0,238.88,79,0,0,0,0
2023,9,20,26.42,12.33,0,288.19,79,0,0,0,0
2023,9,21,26.78,12.15,0,289.62,79,0,0,0,0
2023,9,22,27.81,11.72,0,179.56,79,0,0,0,0
2023,9,23,29.3,10.68,0,183.88,79,0,0,0,0
2023,9,24,27.48,11.96,0,267.5,79,0,0,0,0
2023,9,25,26.88,12.27,0,259.69,79,0,0,0,0
2023,9,26,27.1,11.72,0,256.19,79,0,0,0,0
2023,9,27,26.95,10.8,0,213.44,79,0,0,0,0
2023,9,28,27.8,9.64,0,191.88,79,0,0,0,0
2023,9,29,27.89,8.79,0,214.44,79,0,0,0,0
2023,9,30,26.56,12.02,0,294.5,79,0,0,0,0
2023,10,1,25.44,12.82,0,225.12,79,0,0,0,0
2023,10,2,24.29,11.72,0.04,263,79,-213.3544304,0.250293008,625.7325211,1
2023,10,3,25.02,11.23,0.03,243.69,79,-213.3544304,0.250219743,834.0658115,1
2023,10,4,24.57,10.56,0,182.69,79,0,0,0,0
2023,10,5,27.68,8.48,0,154.56,79,0,0,0,0
2023,10,6,26.48,11.05,0,247.69,79,0,0,0,0
2023,10,7,24.44,10.19,0,243.31,79,0,0,0,0
2023,10,8,25.23,10.44,0,201.81,79,0,0,0,0
2023,10,9,25.2,12.02,16.52,187.81,79,-213.3544304,0.383948659,2.324144424,0
2023,10,10,25.04,14.22,2.16,241.31,79,-213.3544304,0.2660215,12.31581019,0
2023,10,11,23.45,11.9,0.04,224.31,79,-213.3544304,0.250293008,625.7325211,1
2023,10,12,23.17,11.23,0,196.19,79,0,0,0,0
2023,10,13,23.08,11.17,0.03,225.31,79,-213.3544304,0.250219743,834.0658115,1
2023,10,14,23.45,11.54,0.01,192.94,79,-213.3544304,0.250073239,2500.732392,1
2023,10,15,22.24,11.41,0.25,270.75,79,-213.3544304,0.251833559,100.7334237,1
2023,10,16,22.55,10.68,0.01,263.5,79,-213.3544304,0.250073239,2500.732392,1
2023,10,17,22.26,10.62,0,215.81,79,0,0,0,0
2023,10,18,22.57,11.05,0.08,212.44,79,-213.3544304,0.250586154,313.2326929,1
2023,10,19,22.83,11.17,0.01,276.94,79,-213.3544304,0.250073239,2500.732392,1
2023,10,20,22.85,10.86,0,195.81,79,0,0,0,0
2023,10,21,23.9,9.34,0,136.31,79,0,0,0,0
2023,10,22,26.51,7.81,0,107.75,79,0,0,0,0
2023,10,23,25.36,7.87,0,138.19,79,0,0,0,0
2023,10,24,25.58,9.03,0,139.06,79,0,0,0,0
2023,10,25,25.88,8.06,0,94.5,79,0,0,0,0
2023,10,26,27.29,7.32,0,147.62,79,0,0,0,0
2023,10,27,24.56,8.67,5.38,143.19,79,-213.3544304,0.290682733,5.403024782,0
2023,10,28,25.96,11.66,13.59,115.12,79,-213.3544304,0.358136207,2.635292177,0
2023,10,29,24.8,11.35,0.01,136.56,79,-213.3544304,0.250073239,2500.732392,1
2023,10,30,23.93,11.05,0.06,109.81,79,-213.3544304,0.250439564,417.3992736,1
2023,10,31,23.87,10.31,0,106.25,79,0,0,0,0
2023,11,1,24.21,11.05,0.12,96.25,79,-213.3544304,0.250879438,209.066198,1
2023,11,2,23.53,10.74,0,174.5,79,-213.3544304,0.25,0,0
2023,11,3,22.33,11.29,0.04,218.88,79,-213.3544304,0.250293008,625.7325211,1
2023,11,4,22.57,8.12,0,175.38,79,0,0,0,0
2023,11,5,22.53,8.12,0,188.56,79,0,0,0,0
2023,11,6,21.16,7.87,0,185.12,79,0,0,0,0
2023,11,7,21.41,7.32,0,171,79,0,0,0,0
2023,11,8,21.54,6.71,0,178.81,79,0,0,0,0
2023,11,9,21.35,7.51,0,186.81,79,0,0,0,0
2023,11,10,19.67,10.01,0,188.56,79,0,0,0,0
2023,11,11,20.95,6.77,0,74.38,79,0,0,0,0
2023,11,12,21.66,7.14,0.53,97.19,79,-213.3544304,0.253893542,47.90444192,1
2023,11,13,24.89,9.7,0.01,148.62,79,-213.3544304,0.250073239,2500.732392,1
2023,11,14,21.37,10.68,1.41,265.81,79,-213.3544304,0.260412141,18.46894617,0
2023,11,15,19.97,9.89,0.1,195.06,79,-213.3544304,0.250732779,250.7327788,1
2023,11,16,19.56,9.89,0,198.56,79,0,0,0,0
2023,11,17,20.64,11.35,0.23,236.94,79,-213.3544304,0.251686677,109.4289898,1
2023,11,18,19.93,10.31,0.01,196.06,79,-213.3544304,0.250073239,2500.732392,1
2023,11,19,17.06,10.07,18.8,234.31,79,-213.3544304,0.404723806,2.152786201,0
2023,11,20,16.28,7.87,0.2,277.31,79,-213.3544304,0.251466417,125.7332086,1
2023,11,21,16.79,7.63,0.01,259.44,79,-213.3544304,0.250073239,2500.732392,1
2023,11,22,16.72,6.16,0,104.56,79,0,0,0,0
2023,11,23,18.07,7.39,0,133.19,79,0,0,0,0
2023,11,24,17.66,7.81,0,129.19,79,0,0,0,0
2023,11,25,16.68,8.12,0,144.75,79,0,0,0,0
2023,11,26,16.84,6.84,0.09,218.5,79,-213.3544304,0.250659462,278.5105136,1
2023,11,27,15.94,8,1.37,275.88,79,-213.3544304,0.260114371,18.98645044,0
2023,11,28,13.96,6.53,0.01,253.06,79,-213.3544304,0.250073239,2500.732392,1
2023,11,29,15.52,6.29,0,117.19,79,0,0,0,0
2023,11,30,15.9,6.84,0,167.5,79,0,0,0,0
2023,12,1,16.05,6.59,0,133.88,79,0,0,0,0
2023,12,2,17.88,7.2,0,111,79,0,0,0,0
2023,12,3,18.09,6.84,0,116.12,79,0,0,0,0
2023,12,4,21.22,7.81,0,133,79,0,0,0,0
2023,12,5,19.21,8.79,13.33,182.38,79,-213.3544304,0.355892117,2.669858346,0
2023,12,6,17.13,10.01,0.93,234.5,79,-213.3544304,0.256848163,27.61808208,0
2023,12,7,17.46,9.4,0.23,178.38,79,-213.3544304,0.251686677,109.4289898,1
2023,12,8,16.62,7.81,0.12,195.81,79,-213.3544304,0.250879438,209.066198,1
2023,12,9,15.52,8.79,0.78,214.5,79,-213.3544304,0.25573855,32.7869936,0
2023,12,10,15.94,6.59,0,126.94,79,0,0,0,0
2023,12,11,15.77,6.96,0,176.31,79,0,0,0,0
2023,12,12,14.74,7.32,0.05,211.25,79,-213.3544304,0.250366282,500.732564,1
2023,12,13,15.04,8.61,0.69,272.94,79,-213.3544304,0.255073722,36.9672061,0
2023,12,14,16.1,8.12,0,226.94,79,0,0,0,0
2023,12,15,15,7.02,0,115.94,79,0,0,0,0
2023,12,16,15.37,5.55,0,130.19,79,0,0,0,0
2023,12,17,14.9,6.04,0,187.81,79,0,0,0,0
2023,12,18,14.4,6.41,0,109.44,79,0,0,0,0
2023,12,19,13.57,5.49,0,93.06,79,0,0,0,0
2023,12,20,13.55,4.64,0,103.94,79,0,0,0,0
2023,12,21,14.63,6.16,0.31,150.19,79,-213.3544304,0.252274414,81.37884327,1
2023,12,22,14.23,7.51,0.41,224.12,79,-213.3544304,0.253009863,61.70972262,1
2023,12,23,15.41,9.16,6.35,230.5,79,-213.3544304,0.298301155,4.697655985,0
2023,12,24,15.02,8.42,0.42,264.06,79,-213.3544304,0.253083455,60.25796551,1
2023,12,25,15.05,7.75,0.07,138.12,79,-213.3544304,0.250512855,357.8755071,1
2023,12,26,14.55,6.47,0,96.88,79,0,0,0,0
2023,12,27,15.73,7.81,0.43,87.56,79,-213.3544304,0.253157056,58.87373399,1
2023,12,28,15.54,8.18,0.1,69.38,79,-213.3544304,0.250732779,250.7327788,1
2023,12,29,13.72,6.9,0.03,90.81,79,-213.3544304,0.250219743,834.0658115,1
2023,12,30,14.28,6.47,0,122.25,79,0,0,0,0
2023,12,31,15.03,6.1,0,135.25,79,0,0,0,0
