YEAR,MO,DY,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_SW_DWN,T2M,QV2M,PRECTOTCORR,WD10M
2020,5,15,8.16,0.61,368.59,124.93,150.15,16.48,0.44,6.75,28.3,8.67,0,144.06
2020,5,16,8.19,0.72,362.32,146.55,149.45,18.69,0.48,7.97,29.79,7.63,0,56.19
2020,5,17,8.04,0.7,375,145.65,147.56,18.52,0.48,7.87,31.61,8.54,0,106.94
2020,5,18,8.17,0.73,372.41,149.68,149.45,19.02,0.48,8.11,31.4,7.14,0,55.75
2020,5,19,7.97,0.7,378.32,144.06,145.83,18.26,0.46,7.82,31.97,8.12,0,96.75
2020,5,20,8.25,0.72,365.72,149.43,151,19.11,0.49,8.09,31.06,7.32,0,145.25
2020,5,21,8.43,0.74,350.2,153.34,152.95,19.57,0.52,8.37,30.35,6.84,0,184.94
2020,5,22,8.16,0.72,351.3,151.23,151.32,19.29,0.5,8.08,27.38,9.09,0,227.06
2020,5,23,8.09,0.56,365.64,118.19,149.43,15.51,0.41,6.31,23.05,10.99,0.16,262.25
2020,5,24,8.43,0.6,339.18,124.01,153.32,16.23,0.39,6.78,20.01,7.26,2.21,276.38
2020,5,25,8.53,0.72,321.33,149.8,155.21,19.28,0.48,8.15,20.52,7.93,0,273.31
2020,5,26,8.5,0.73,318.14,152.38,154.19,19.48,0.5,8.31,23.27,7.32,0,188.12
2020,5,27,8.01,0.7,327.52,143.77,145,18.02,0.45,7.88,22.76,9.28,0,264.62
2020,5,28,8.38,0.66,340.74,140.51,154.23,18.25,0.49,7.56,21.23,9.58,0,276.69
2020,5,29,8.65,0.72,326.48,150.66,158.7,19.59,0.52,8.13,19.8,8.73,0.03,292.81
2020,5,30,8.63,0.75,310.33,156.21,156.94,19.96,0.52,8.49,20.19,8,0,223.44
2020,5,31,8.64,0.76,310.52,157.64,156.9,20.15,0.54,8.58,21.15,7.81,0,302.19
2020,6,1,8.41,0.73,331.27,155.8,155.8,19.94,0.52,8.33,23.6,8.12,0,288
2020,6,2,8.04,0.67,352.55,143.41,148.93,18.21,0.45,7.68,24.55,8.42,0,213.38
2020,6,3,8.51,0.7,336.37,146.63,156.9,18.89,0.48,7.9,22.04,9.22,0,263.56
2020,6,4,8.4,0.72,334.62,154.38,156.87,19.77,0.51,8.19,23.48,8.24,0,234.75
2020,6,5,8.35,0.72,338,152.73,153.72,19.45,0.49,8.22,25.5,7.51,0,225.12
2020,6,6,8.18,0.7,357.93,149.66,150.84,18.98,0.47,8.04,27.58,8.85,0,217.94
2020,6,7,8.28,0.72,351.38,153.07,152.96,19.49,0.52,8.21,27.49,9.52,0,262.62
2020,6,8,8.25,0.71,347.2,151.23,151.66,19.2,0.47,8.16,26.43,7.69,0,247.25
2020,6,9,8.54,0.72,340.47,152.56,156.76,19.71,0.52,8.23,25.26,9.83,0,269.12
2020,6,10,8.51,0.73,337.73,155.98,156.34,19.99,0.51,8.41,25.16,9.52,0,268.5
2020,6,11,8.59,0.73,336.97,156.52,158.19,20.18,0.53,8.41,23.95,10.19,0,251.5
2020,6,12,8.62,0.73,335.11,154.37,158.85,19.97,0.53,8.29,24.53,8.91,0,259.44
2020,6,13,8.55,0.73,336.35,157.8,157.98,20.15,0.52,8.45,27.78,6.71,0,218.31
2020,6,14,8.59,0.74,333.78,159.11,158.91,20.37,0.49,8.5,25.37,9.28,0,296.25
2020,6,15,8.4,0.73,340.16,155.78,155.66,19.79,0.48,8.32,23.69,10.31,0,300.62
2020,6,16,8.52,0.73,345.94,158.43,158.34,20.34,0.54,8.42,25.55,9.89,0,293.62
2020,6,17,8.35,0.72,356.52,154.23,154.52,19.69,0.54,8.25,28.26,8.54,0,265.19
2020,6,18,8.41,0.7,357.53,151.99,156.71,19.59,0.54,8.07,25.99,10.13,0,256.75
2020,6,19,8.48,0.64,376.99,137.16,157.52,17.91,0.48,7.31,24.71,11.54,0,257.88
2020,6,20,8.13,0.62,379.3,133.72,152.2,17.23,0.44,7.08,25.71,11.6,0,261.06
2020,6,21,8.15,0.7,359.17,151.13,151.85,19.26,0.5,8.03,28.26,9.77,0,229.62
2020,6,22,8.57,0.73,348.61,156.46,157.7,20.12,0.54,8.41,27.46,8.36,0,253.62
2020,6,23,8.76,0.75,334.8,160.55,160.69,20.63,0.56,8.64,25.8,9.95,0,254.69
2020,6,24,8.62,0.74,338.54,159.89,159.35,20.46,0.59,8.55,24.64,10.07,0.02,290.06
2020,6,25,8.63,0.73,349.78,155.62,158.95,20.08,0.56,8.34,25.14,11.11,0.01,294.81
2020,6,26,8.57,0.73,351.24,156.03,156.95,19.99,0.58,8.42,26.66,11.11,0,285.94
2020,6,27,8.5,0.73,355.42,156.34,156.52,20,0.59,8.39,28.01,11.17,0,272.38
2020,6,28,8.4,0.72,357.09,153.82,154.89,19.62,0.55,8.25,27.79,11.17,0,258.25
2020,6,29,8.38,0.7,368.2,151.98,155.68,19.52,0.54,8.08,27.72,12.27,0,264.19
2020,6,30,8.32,0.63,376.07,136.8,155.2,17.86,0.5,7.24,27.27,12.02,0,268.44
2020,7,1,8.24,0.71,362.34,152.73,153.21,19.39,0.51,8.12,27.19,11.96,0,267.44
2020,7,2,8.42,0.73,357.85,155.41,155.23,19.84,0.54,8.33,28.4,11.78,0,265.81
2020,7,3,8.24,0.72,360.8,151.95,151.48,19.21,0.52,8.18,30.13,10.25,0,249.56
2020,7,4,8.19,0.71,364.34,151.6,151.57,19.2,0.54,8.11,28.87,11.78,0,271.25
2020,7,5,7.95,0.68,377.54,144.48,147.23,18.22,0.5,7.72,28.45,12.94,0,269.25
2020,7,6,7.81,0.66,385.75,138.68,144.48,17.44,0.48,7.42,29.05,14.16,0,264.25
2020,7,7,7.78,0.66,373.24,137.98,142.56,17.38,0.48,7.44,28.46,12.08,0,278.56
2020,7,8,8.18,0.71,361.73,152.12,152.52,19.37,0.53,8.08,27.8,12.27,0,290.44
2020,7,9,8.3,0.69,368.38,147.34,155.66,19.03,0.52,7.79,27.36,12.51,0,286.62
2020,7,10,8.16,0.7,368.66,150.37,152.24,19.12,0.49,7.98,27.64,12.27,0,287.69
2020,7,11,8.18,0.7,376.41,150.39,153.61,19.32,0.53,7.92,28.26,13.12,0,279
2020,7,12,8.16,0.7,374.77,148.39,151.58,18.92,0.52,7.9,28.52,13.43,0,268.88
2020,7,13,8.22,0.7,380.12,147.65,153.82,19.08,0.54,7.81,28.31,13.98,0,269.19
2020,7,14,8.18,0.71,374.48,149.75,151.68,19.06,0.53,7.99,29.24,12.76,0,246.38
2020,7,15,8.23,0.72,369.94,151.11,152.42,19.27,0.53,8.07,29.44,12.88,0,282.38
2020,7,16,8.33,0.73,364.41,153.34,154.54,19.7,0.55,8.18,28.5,13.37,0,290.31
2020,7,17,8.36,0.73,355.61,154.3,155.55,19.88,0.56,8.2,27.37,11.84,0,280.81
2020,7,18,8.32,0.73,357.88,154.11,154.99,19.88,0.56,8.18,27.47,11.72,0,260.69
2020,7,19,8.11,0.72,361.85,150.38,150.45,19.16,0.53,8.03,29.38,10.74,0,278.88
2020,7,20,7.96,0.7,378.15,145.4,148.19,18.55,0.52,7.73,29.69,12.82,0,276.19
2020,7,21,8.11,0.72,367.01,150.94,151.51,19.27,0.55,8,28.74,12.45,0,280.62
2020,7,22,8.17,0.73,357.88,149.8,149.94,19.05,0.54,8.09,28.68,12.39,0,283.25
2020,7,23,8.04,0.72,368.01,149.02,149.11,18.96,0.54,7.96,29.59,13.49,0,288.88
2020,7,24,8.17,0.73,363.3,149.24,150.51,19.06,0.53,8.02,29.1,13,0,266.81
2020,7,25,8.25,0.74,357.7,152.35,152.07,19.5,0.55,8.18,29.82,12.08,0,267.25
2020,7,26,7.76,0.7,373.5,143.1,143.39,18.02,0.51,7.69,30.61,12.02,0,257.94
2020,7,27,7.31,0.61,403.02,125.68,135.61,15.66,0.45,6.71,31.2,14.22,0,283.25
2020,7,28,7.17,0.64,395.78,132.65,134.49,16.38,0.45,7.03,31.73,13.73,0,257.81
2020,7,29,7.33,0.66,389.93,136.56,136.91,16.97,0.46,7.27,31.72,13.67,0,269.38
2020,7,30,7.6,0.69,377.79,142.2,142.16,17.88,0.49,7.56,31.38,13.18,0,277.38
2020,7,31,7.97,0.73,366.44,148.88,148.55,18.95,0.53,7.92,30.26,12.51,0,273.44
2020,8,1,7.95,0.73,365.39,147.54,147.53,18.76,0.52,7.88,30.08,13.06,0,252.38
2020,8,2,7.98,0.73,361.44,146,147.05,18.59,0.52,7.86,29.44,12.76,0,240.81
2020,8,3,7.93,0.73,362.44,147.04,147.16,18.73,0.52,7.86,28.83,12.88,0,258.62
2020,8,4,7.56,0.69,371.95,137.61,139.93,17.24,0.47,7.39,28.83,14.1,0,271.12
2020,8,5,7.75,0.69,377.14,139.02,144.13,17.68,0.48,7.43,28.19,13.43,0,265.94
2020,8,6,7.73,0.7,373.02,141.22,143.98,17.95,0.48,7.53,28.57,13.61,0,262.5
2020,8,7,7.83,0.71,369.95,142.81,145.16,18.24,0.5,7.64,29.96,13.67,0,268.81
2020,8,8,7.76,0.7,382.79,139.95,145.54,18.06,0.5,7.41,29.42,14.59,0,258.06
2020,8,9,7.76,0.66,387.97,133.2,144.67,17.29,0.48,7.11,28.18,13.55,0,263.69
2020,8,10,7.76,0.63,393.08,127.23,146.76,16.68,0.47,6.72,27.86,13.55,0.02,269.56
2020,8,11,7.57,0.65,385.27,129.49,141.7,16.65,0.47,6.89,27.76,13.43,0,268.44
2020,8,12,7.45,0.62,393.62,123.21,139.38,15.88,0.45,6.57,28.23,14.16,0,277.06
2020,8,13,7.45,0.7,383.69,137.9,139.2,17.4,0.49,7.34,29.27,14.04,0,290.75
2020,8,14,7.53,0.7,380.7,139.01,140.99,17.66,0.49,7.38,29.29,14.47,0,281.31
2020,8,15,7.57,0.71,374.37,140.23,141.44,17.79,0.48,7.46,29.22,13.55,0,275.5
2020,8,16,7.73,0.74,358.66,142.95,142.7,18.15,0.49,7.69,28.72,12.15,0,266.44
2020,8,17,7.72,0.74,357.37,142.62,142.66,18.16,0.5,7.67,29.09,11.96,0,261.88
2020,8,18,7.58,0.72,363.07,139.5,140.81,17.77,0.48,7.46,28.44,13.06,0,258.56
2020,8,19,7.62,0.73,363.42,140.97,142.16,18.08,0.49,7.51,28.67,13.06,0,265.69
2020,8,20,7.75,0.75,349.24,142.23,142.48,18.2,0.5,7.69,27.99,11.54,0,250.44
2020,8,21,7.58,0.73,359.78,139.09,140.78,17.78,0.48,7.45,27.26,12.57,0,257.25
2020,8,22,7.18,0.7,375.99,131.55,133.18,16.49,0.43,7.06,28.2,14.53,0,280.06
2020,8,23,7.35,0.7,375.13,135.04,137.8,17.2,0.45,7.17,28.94,12.94,0,308.44
2020,8,24,7.44,0.73,362.22,138.43,138.53,17.64,0.48,7.4,29.27,11.96,0,255.62
2020,8,25,7.3,0.73,362.16,135.51,135.2,17.09,0.45,7.28,28.94,12.45,0,281.19
2020,8,26,7.28,0.72,360.28,134.43,134.78,16.97,0.46,7.22,27.97,12.88,0,281.38
2020,8,27,7.28,0.72,354.03,132.62,134.02,16.77,0.44,7.18,27.27,13.12,0,277.81
2020,8,28,7.23,0.72,360,131.7,132.57,16.62,0.44,7.15,28.3,12.27,0,259.94
2020,8,29,7.11,0.72,374.91,131.77,131.46,16.55,0.44,7.11,31.74,11.17,0,163.19
2020,8,30,6.82,0.69,388.39,125.6,125.82,15.6,0.41,6.8,34.01,8.06,0,190.81
2020,8,31,6.78,0.69,387.51,124.82,125.13,15.49,0.41,6.76,33.48,11.84,0,206.5
2020,9,1,6.39,0.62,403.68,113.07,118.61,13.88,0.37,6.08,31.16,15.5,0,255.75
2020,9,2,6.58,0.68,391.19,123.19,123.25,15.34,0.4,6.57,30.23,14.53,0,278.75
2020,9,3,6.01,0.62,413.4,111.36,112.45,13.57,0.35,5.97,34.07,10.99,0,197
2020,9,4,6.38,0.66,401.52,115.5,117.5,14.25,0.36,6.28,35.9,8.61,0,236.81
2020,9,5,6.58,0.69,378.62,120.4,120.77,14.91,0.38,6.57,32.48,13.37,0,253.69
2020,9,6,6.55,0.69,372.43,120.86,121.5,15.04,0.39,6.52,30.65,13.92,0,281.06
2020,9,7,6.4,0.67,382.57,118.58,118.79,14.62,0.37,6.4,31.65,13.73,0,241.5
2020,9,8,6.23,0.65,394.96,114.77,116.44,14.13,0.36,6.15,31.36,15.81,0,249.5
2020,9,9,6.46,0.68,390.88,120.16,121.05,15,0.38,6.41,31.95,14.65,0,285.81
2020,9,10,6.2,0.63,405.79,110.59,115.41,13.69,0.35,5.94,32.87,10.8,0,166.56
2020,9,11,6.12,0.65,397.59,112.49,114.79,13.92,0.35,6,31.19,15.93,0.1,272.88
2020,9,12,6.15,0.66,387.09,115.24,115.69,14.23,0.38,6.14,30.51,13,0,294.38
2020,9,13,6.66,0.73,364.48,122.7,122.84,15.38,0.4,6.65,28.69,11.96,0,304
2020,9,14,6.42,0.7,367.61,119.55,119.47,14.88,0.38,6.43,28.26,11.54,0,300.06
2020,9,15,6.18,0.68,372.98,115.17,115.38,14.26,0.37,6.19,29.03,12.21,0,273
2020,9,16,6.09,0.67,380.86,113.21,113.63,13.96,0.36,6.09,30.09,14.53,0,288.62
2020,9,17,6.15,0.69,378.77,114.25,114.42,14.09,0.38,6.16,30.37,13.18,0,290.19
2020,9,18,6.22,0.7,368.59,115.3,115.18,14.28,0.37,6.24,30.01,10.74,0,289.75
2020,9,19,6.16,0.7,372.05,114.7,114.9,14.25,0.36,6.17,30.62,9.22,0,210.25
2020,9,20,5.98,0.67,372.09,109.53,110.55,13.48,0.34,5.95,30.65,8.18,0,179.69
2020,9,21,6.01,0.69,369.75,112.16,112.08,13.84,0.34,6.04,28.16,11.9,0,303.31
2020,9,22,6.13,0.7,366.3,115.01,115.01,14.3,0.36,6.15,27.2,12.57,0,305.5
2020,9,23,6.1,0.7,371.73,112.73,114.23,14.02,0.35,6.03,27.11,13.43,0,300.19
2020,9,24,6.05,0.68,366.25,108.77,112.43,13.52,0.33,5.88,26.54,12.94,0,279.56
2020,9,25,6.07,0.69,367,109.36,113.15,13.73,0.34,5.88,26.08,12.45,0,257.62
2020,9,26,5.95,0.69,371.57,109,111.57,13.62,0.32,5.83,26.7,12.76,0,291.06
2020,9,27,6.01,0.72,367.2,113.48,113.02,14.16,0.34,6.05,28.47,11.6,0,201.19
2020,9,28,5.98,0.72,364.99,111.72,111.71,13.92,0.34,6,29.48,9.46,0,241.12
2020,9,29,5.93,0.71,369.84,111.22,111.04,13.85,0.34,5.95,29.11,11.96,0,239.25
2020,9,30,5.84,0.71,371.11,110.7,110.66,13.78,0.33,5.86,28.49,13.37,0,250.88
2020,10,1,5.81,0.69,369.13,106.88,110.02,13.41,0.31,5.66,27.04,13.55,0,262.12
2020,10,2,5.81,0.7,355.73,107.52,108.67,13.38,0.3,5.76,25.72,11.96,0,299.69
2020,10,3,5.79,0.68,360.16,102.16,107.7,12.81,0.3,5.5,24.71,11.54,0,294.56
2020,10,4,5.65,0.65,360.55,96.64,104.54,12.04,0.27,5.23,24.46,12.15,0,291.62
2020,10,5,5.67,0.71,350.12,104.93,104.77,12.8,0.27,5.69,25.72,11.17,0,219.81
2020,10,6,5.7,0.73,348.95,105.52,105.09,12.95,0.29,5.74,27.55,8.18,0,190.31
2020,10,7,5.59,0.71,346.01,102.27,102.49,12.57,0.28,5.6,28.54,6.1,0,188.88
2020,10,8,5.61,0.71,345.41,100.96,101.8,12.41,0.29,5.58,30.66,3.97,0,130.19
2020,10,9,5.31,0.66,367.57,93.58,96.92,11.46,0.27,5.15,31.09,4.76,0,165.56
2020,10,10,5.21,0.67,363.29,96.02,96.91,11.67,0.26,5.19,27.37,8.42,0,213.44
2020,10,11,5.32,0.7,358.9,98.91,99.3,12.14,0.27,5.32,25.79,12.57,0,302.69
2020,10,12,5.18,0.69,361.57,96.97,97.09,11.86,0.26,5.2,25.23,12.33,0.03,296.56
2020,10,13,5.44,0.71,347.62,98.54,100.49,12.2,0.27,5.35,24.5,11.17,0,302.38
2020,10,14,5.35,0.69,353.27,96.16,100.12,11.94,0.27,5.16,24.16,11.72,0,311.44
2020,10,15,5.32,0.72,355.27,99.7,99.95,12.26,0.27,5.33,24.46,11.9,0,234.06
2020,10,16,5.3,0.71,351.3,96.79,98.73,11.94,0.27,5.22,24.64,12.08,0,292.75
2020,10,17,5.33,0.73,336.11,98.05,97.78,11.99,0.27,5.37,24.16,10.86,0,206.12
2020,10,18,5.09,0.71,349.85,95.6,95.27,11.62,0.26,5.13,25.73,7.45,0,206.94
2020,10,19,5.13,0.72,340.74,94.69,94.45,11.51,0.24,5.17,26.26,7.63,0,209.81
2020,10,20,5,0.7,347.43,91.76,91.9,11.13,0.23,5.03,26.08,7.08,0,184.25
2020,10,21,4.79,0.66,359.09,87.2,89.95,10.65,0.23,4.68,24.39,11.05,0,235.25
2020,10,22,4.88,0.7,348.55,90.67,90.42,11,0.23,4.92,25.78,9.64,0,158.06
2020,10,23,4.79,0.7,342.58,87.19,87.16,10.49,0.23,4.82,26.22,4.21,0,146.06
2020,10,24,4.64,0.58,359.56,71.94,83.88,8.95,0.2,3.99,27,3.66,0,133.75
2020,10,25,4.43,0.45,374.69,56.61,79.28,7.22,0.16,3.13,24.91,3.97,0,103.31
2020,10,26,4.75,0.7,336.95,86.42,86.45,10.42,0.22,4.79,25.53,5.98,0,161.62
2020,10,27,4.55,0.66,364.16,83.56,85.32,10.16,0.21,4.5,25.98,8.06,0,210.12
2020,10,28,4.23,0.59,380.62,74.57,80.22,9.11,0.2,3.97,25.61,13.18,0,267.31
2020,10,29,4.23,0.58,371.91,71.89,79.78,8.85,0.2,3.84,25.41,12.33,0.01,244.62
2020,10,30,4.17,0.59,363.53,71.27,77.06,8.7,0.19,3.89,24.85,12.45,0,262.44
2020,10,31,4.05,0.55,369.95,65.8,74.57,8.12,0.17,3.58,24.68,12.45,0.01,287.38
2020,11,1,3.95,0.52,373.79,61.52,72.81,7.7,0.16,3.34,23.25,11.78,0.25,298.56
2020,11,2,4.12,0.53,365.27,64.2,77.23,8.05,0.16,3.44,22.76,10.68,0.98,281.38
2020,11,3,4.2,0.55,354.71,64.98,77.76,8.12,0.16,3.53,21.6,10.25,0.53,203.62
2020,11,4,4.15,0.33,373.1,39.73,77.37,5.48,0.11,2.08,19.9,9.89,11.58,237
2020,11,5,4.3,0.52,364.9,59.77,79.98,7.59,0.16,3.24,19.96,9.64,8.29,265.69
2020,11,6,4.15,0.53,357.58,61.59,78.03,7.82,0.16,3.3,18.8,9.95,1.89,241.5
2020,11,7,3.93,0.55,350.55,62.92,72.29,7.83,0.15,3.44,19.9,9.58,0.08,178.31
2020,11,8,3.89,0.59,347.61,67.22,72.19,8.16,0.15,3.67,22,8.79,1.39,107.88
2020,11,9,3.84,0.62,335.79,68.55,71.18,8.22,0.15,3.75,19.69,8.73,2.42,173.25
2020,11,10,3.86,0.57,344.55,63.77,72.12,7.82,0.14,3.46,19.23,9.7,0.02,192.88
2020,11,11,3.87,0.6,336.43,66.2,71.56,7.99,0.14,3.62,19.35,9.64,0.37,200.38
2020,11,12,3.86,0.62,338.18,66.68,71.27,8.04,0.14,3.65,19.14,9.22,0.65,159.88
2020,11,13,3.96,0.66,327.02,71.46,72.68,8.48,0.15,3.94,21.26,8.06,0,111.75
2020,11,14,3.63,0.57,346,59.95,65.89,7.23,0.12,3.33,20.2,8.3,0.08,175.81
2020,11,15,3.71,0.4,354.94,42.6,67.77,5.48,0.09,2.33,17.33,9.16,9.26,259.12
2020,11,16,3.89,0.56,331.57,59.55,71.55,7.31,0.12,3.27,17.66,8.48,0.52,218.31
2020,11,17,3.86,0.66,314.88,69.05,70.8,8.13,0.13,3.81,17.34,7.51,0.03,80
2020,11,18,3.9,0.7,309.59,70.87,70.8,8.3,0.13,3.95,17.36,6.29,0,103.81
2020,11,19,3.75,0.66,318.01,67.61,68.42,7.98,0.12,3.76,18.13,6.84,0,175.12
2020,11,20,3.53,0.41,351.8,42.65,64.56,5.48,0.09,2.31,17.22,8.85,2.45,186.56
2020,11,21,3.74,0.48,346.64,49.09,69.95,6.32,0.09,2.65,15.75,8.97,9.04,216.31
2020,11,22,3.67,0.59,330.63,59.77,67.87,7.34,0.11,3.28,16.55,9.22,0,223.94
2020,11,23,3.74,0.66,320.93,67.27,69.31,7.97,0.12,3.68,16.69,8.85,0,157.56
2020,11,24,3.81,0.64,320.67,63.74,69.59,7.69,0.13,3.53,17.08,7.08,0,110.88
2020,11,25,3.55,0.61,337.72,60.41,64.99,7.28,0.12,3.34,16.73,7.87,4.01,208
2020,11,26,3.33,0.23,361.34,25.01,60.79,3.45,0.06,1.25,15.25,8.79,5.83,270.19
2020,11,27,3.3,0.55,329.22,53.04,59.88,6.45,0.09,2.95,16.13,8.36,0.24,193.31
2020,11,28,3.35,0.46,328.59,44.52,60.71,5.57,0.08,2.47,14.73,7.93,0.41,86.25
2020,11,29,3.46,0.66,308.74,62.3,62.85,7.3,0.1,3.48,15.1,7.75,0,166.5
2020,11,30,3.37,0.62,306.28,58.61,60.74,6.95,0.11,3.3,14.71,7.14,0,176.81
2020,12,1,3.55,0.67,300.38,63.66,64.38,7.45,0.12,3.56,14.48,5.98,0,147
2020,12,2,3.42,0.64,306.27,60.3,62.36,7.13,0.1,3.36,14.69,6.65,0,150.38
2020,12,3,3.33,0.63,307.93,59.4,60.73,6.98,0.11,3.31,15.41,7.14,0,102.06
2020,12,4,3.27,0.62,314.27,57.24,59.45,6.75,0.1,3.2,15.82,6.9,0,122
2020,12,5,3.07,0.36,347.26,33.99,55.31,4.42,0.07,1.87,14.69,7.32,1.17,199.81
2020,12,6,3.18,0.48,331.78,45.2,58.09,5.61,0.08,2.5,14.36,7.81,0.15,196.88
2020,12,7,3.32,0.54,323.48,50.11,60.48,6.24,0.09,2.76,14.99,7.39,0,166.62
2020,12,8,3.22,0.59,326.52,54.27,58.46,6.5,0.1,3.02,15.02,7.87,0.09,210.75
2020,12,9,3.57,0.55,332.38,51.36,66.26,6.36,0.09,2.81,15.98,7.93,0.02,253.19
2020,12,10,3.55,0.7,296.29,65.12,65.16,7.55,0.11,3.6,14.79,6.35,0,115.38
2020,12,11,3.52,0.7,291.07,63.73,64.08,7.41,0.11,3.55,14.27,5.43,0,168.88
2020,12,12,3.4,0.6,313.03,53.97,60.98,6.54,0.09,3.05,16.41,6.04,0,160.69
2020,12,13,3.34,0.42,358.07,38.62,61.62,5.11,0.09,2.12,19.08,7.14,0,167.19
2020,12,14,3.2,0.38,367.67,35.62,58.59,4.73,0.09,1.95,18.55,7.57,1.05,211.5
2020,12,15,2.88,0.35,352.62,32.47,53.24,4.07,0.06,1.78,14.44,7.75,6.49,205.69
2020,12,16,3.13,0.34,355.83,31.71,57.8,4.21,0.06,1.69,14.9,8.85,11.39,241.69
2020,12,17,3.18,0.4,353.26,36.14,58.59,4.66,0.06,1.99,14.44,8.3,4.94,288
2020,12,18,3.34,0.65,315.71,59.34,61.93,6.99,0.09,3.25,14.19,7.81,0.84,138.62
2020,12,19,3.4,0.68,294.78,60.72,61.52,7.05,0.09,3.41,14.16,6.16,0,150.19
2020,12,20,3.41,0.69,288.93,61.56,61.56,7.12,0.09,3.46,14.22,5.74,0,129.94
2020,12,21,3.43,0.7,292.01,62.19,62.2,7.21,0.1,3.48,14.87,6.1,0,134.38
2020,12,22,3.24,0.61,305.92,54.77,58.39,6.52,0.11,3.08,13.4,7.02,0.03,233.38
2020,12,23,3.33,0.51,333.91,46.51,60.88,5.75,0.09,2.57,14.33,7.81,4.12,262.06
2020,12,24,3.31,0.51,325.19,45.69,59.66,5.63,0.08,2.56,13.73,7.39,11.17,261.81
2020,12,25,3.49,0.7,283.07,63.34,63.35,7.28,0.1,3.53,11.84,5.49,0.05,107.69
2020,12,26,3.57,0.72,273.95,63.32,63.45,7.3,0.1,3.61,11.38,3.91,0,100.56
2020,12,27,3.37,0.66,291.71,60.32,61.48,7.02,0.09,3.36,11.63,5,0,102.94
2020,12,28,3.3,0.57,309.72,51.84,60.24,6.34,0.09,2.88,11.49,5.55,0,105.06
2020,12,29,3.41,0.68,290.09,60.87,61.24,7.08,0.09,3.44,11.55,5.92,0,96.75
2020,12,30,3.57,0.71,277.16,63.23,63.32,7.34,0.1,3.62,12.28,5.55,0,91.12
2020,12,31,3.4,0.67,289.7,61.29,61.46,7.13,0.1,3.45,12.81,6.35,0,104.81
2021,1,1,3.24,0.62,306.45,57.79,59.27,6.79,0.09,3.21,13.86,6.96,0,117.31
2021,1,2,3.17,0.52,316.68,48.12,57.42,5.87,0.09,2.69,14.28,6.96,0,105.94
2021,1,3,3.11,0.6,317.97,55.62,56.71,6.48,0.09,3.11,16.12,7.51,0,95.75
2021,1,4,3.29,0.64,309.82,59.47,59.86,6.94,0.12,3.32,16.08,7.26,0,103.12
2021,1,5,3.21,0.59,316.13,55.06,58.73,6.56,0.12,3.06,15.72,7.26,0,109.25
2021,1,6,3.31,0.59,319.35,55.42,60.16,6.67,0.11,3.09,15.41,6.84,0,109.12
2021,1,7,3.45,0.66,313.72,62.54,62.73,7.27,0.1,3.5,15.99,5.74,0,108.19
2021,1,8,3.64,0.7,290.47,64.98,65.34,7.59,0.1,3.67,14.19,4.64,0,110.25
2021,1,9,3.56,0.68,293.1,63.5,63.88,7.4,0.09,3.59,14.45,4.7,0,113.06
2021,1,10,3.54,0.68,294.52,64.17,64.18,7.48,0.11,3.59,15.63,5.8,0,124.19
2021,1,11,3.63,0.69,294.47,65.45,65.94,7.65,0.12,3.65,15.95,5.37,0,138.19
2021,1,12,3.72,0.68,302.39,65.47,67.48,7.77,0.13,3.65,15.98,4.94,0,129.88
2021,1,13,3.18,0.34,342.12,33.81,57.3,4.39,0.09,1.83,14.98,5.8,0.2,172.88
2021,1,14,3.72,0.29,348.44,28.92,68.55,3.93,0.07,1.58,13.63,8.06,15.97,246.31
2021,1,15,3.75,0.48,329.2,48.15,68.52,6.26,0.1,2.64,12.81,7.57,2.91,239.75
2021,1,16,3.62,0.45,321.16,44.22,65.45,5.7,0.09,2.47,11.58,6.41,0.59,185.25
2021,1,17,3.5,0.38,346.97,38.08,63.23,4.97,0.09,2.1,12.87,6.9,15.94,223.56
2021,1,18,3.84,0.39,336.77,39.05,68.95,5.17,0.07,2.18,11.17,6.65,2.53,247.56
2021,1,19,3.47,0.34,334.02,33.54,63.15,4.29,0.06,1.86,10.06,6.71,12.76,231.44
2021,1,20,3.98,0.37,323.18,37.34,71.23,4.91,0.07,2.06,9.36,5.49,7.37,276.44
2021,1,21,4.19,0.74,260.22,74.91,75.03,8.77,0.14,4.22,8.17,4.15,0.74,141.62
2021,1,22,4.31,0.76,256.14,76.59,76.66,9,0.16,4.34,7.43,3.11,0,92.5
2021,1,23,4.24,0.7,269.88,69.24,74.34,8.31,0.12,3.98,8.63,3.11,0,103.56
2021,1,24,4.13,0.72,261.38,72.51,72.66,8.56,0.13,4.16,9.64,3.72,0,157.25
2021,1,25,4.19,0.67,272.86,68.51,74.11,8.26,0.12,3.91,10.17,4.7,0,195
2021,1,26,4.19,0.59,285.7,61.7,74.16,7.68,0.11,3.5,11.19,5,0,91.56
2021,1,27,3.73,0.47,309.46,48.52,64.46,6.08,0.09,2.78,12.23,5.19,0,168.62
2021,1,28,4.11,0.41,333.09,44.63,74.91,5.89,0.09,2.45,11.54,6.96,1.58,257.5
2021,1,29,4.25,0.33,332.19,36.77,77.04,5.02,0.07,1.99,8.79,6.1,13.32,232.88
